10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Engineer","1986-12-01","1995-12-01",69722,"1999-11-28","2000-11-27","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Engineer","1986-12-01","1995-12-01",70698,"2000-11-27","2001-11-27","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Engineer","1986-12-01","1995-12-01",74057,"2001-11-27","9999-01-01","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",40054,"1986-12-01","1987-12-01","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",42283,"1987-12-01","1988-11-30","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",42542,"1988-11-30","1989-11-30","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",46065,"1989-11-30","1990-11-30","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",48271,"1990-11-30","1991-11-30","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",50594,"1991-11-30","1992-11-29","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",52119,"1992-11-29","1993-11-29","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",54693,"1993-11-29","1994-11-29","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",58326,"1994-11-29","1995-11-29","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",60770,"1995-11-29","1996-11-28","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",62566,"1996-11-28","1997-11-28","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",64340,"1997-11-28","1998-11-28","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",67096,"1998-11-28","1999-11-28","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",69722,"1999-11-28","2000-11-27","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",70698,"2000-11-27","2001-11-27","Production","1986-12-01","9999-01-01"
10004,"1954-05-01","Chirstian","Koblick","M","1986-12-01","Senior Engineer","1995-12-01","9999-01-01",74057,"2001-11-27","9999-01-01","Production","1986-12-01","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",78228,"1989-09-12","1990-09-12","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",82621,"1990-09-12","1991-09-12","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",83735,"1991-09-12","1992-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",85572,"1992-09-11","1993-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",85076,"1993-09-11","1994-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",86050,"1994-09-11","1995-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",88448,"1995-09-11","1996-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",88063,"1996-09-10","1997-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",89724,"1997-09-10","1998-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",90392,"1998-09-10","1999-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",90531,"1999-09-10","2000-09-09","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",91453,"2000-09-09","2001-09-09","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Senior Staff","1996-09-12","9999-01-01",94692,"2001-09-09","9999-01-01","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",78228,"1989-09-12","1990-09-12","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",82621,"1990-09-12","1991-09-12","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",83735,"1991-09-12","1992-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",85572,"1992-09-11","1993-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",85076,"1993-09-11","1994-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",86050,"1994-09-11","1995-09-11","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",88448,"1995-09-11","1996-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",88063,"1996-09-10","1997-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",89724,"1997-09-10","1998-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",90392,"1998-09-10","1999-09-10","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",90531,"1999-09-10","2000-09-09","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",91453,"2000-09-09","2001-09-09","Human Resources","1989-09-12","9999-01-01"
10005,"1955-01-21","Kyoichi","Maliniak","M","1989-09-12","Staff","1989-09-12","1996-09-12",94692,"2001-09-09","9999-01-01","Human Resources","1989-09-12","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",40000,"1990-08-05","1991-08-05","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",42085,"1991-08-05","1992-08-04","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",42629,"1992-08-04","1993-08-04","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",45844,"1993-08-04","1994-08-04","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",47518,"1994-08-04","1995-08-04","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",47917,"1995-08-04","1996-08-03","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",52255,"1996-08-03","1997-08-03","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",53747,"1997-08-03","1998-08-03","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",56032,"1998-08-03","1999-08-03","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",58299,"1999-08-03","2000-08-02","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",60098,"2000-08-02","2001-08-02","Development","1990-08-05","9999-01-01"
10006,"1953-04-20","Anneke","Preusig","F","1989-06-02","Senior Engineer","1990-08-05","9999-01-01",59755,"2001-08-02","9999-01-01","Development","1990-08-05","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",56724,"1989-02-10","1990-02-10","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",60740,"1990-02-10","1991-02-10","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",62745,"1991-02-10","1992-02-10","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",63475,"1992-02-10","1993-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",63208,"1993-02-09","1994-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",64563,"1994-02-09","1995-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",68833,"1995-02-09","1996-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",70220,"1996-02-09","1997-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",73362,"1997-02-08","1998-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",75582,"1998-02-08","1999-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",79513,"1999-02-08","2000-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",80083,"2000-02-08","2001-02-07","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",84456,"2001-02-07","2002-02-07","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Senior Staff","1996-02-11","9999-01-01",88070,"2002-02-07","9999-01-01","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",56724,"1989-02-10","1990-02-10","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",60740,"1990-02-10","1991-02-10","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",62745,"1991-02-10","1992-02-10","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",63475,"1992-02-10","1993-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",63208,"1993-02-09","1994-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",64563,"1994-02-09","1995-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",68833,"1995-02-09","1996-02-09","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",70220,"1996-02-09","1997-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",73362,"1997-02-08","1998-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",75582,"1998-02-08","1999-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",79513,"1999-02-08","2000-02-08","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",80083,"2000-02-08","2001-02-07","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",84456,"2001-02-07","2002-02-07","Research","1989-02-10","9999-01-01"
10007,"1957-05-23","Tzvetan","Zielinski","F","1989-02-10","Staff","1989-02-10","1996-02-11",88070,"2002-02-07","9999-01-01","Research","1989-02-10","9999-01-01"
10008,"1958-02-19","Saniya","Kalloufi","M","1994-09-15","Assistant Engineer","1998-03-11","2000-07-31",46671,"1998-03-11","1999-03-11","Development","1998-03-11","2000-07-31"
10008,"1958-02-19","Saniya","Kalloufi","M","1994-09-15","Assistant Engineer","1998-03-11","2000-07-31",48584,"1999-03-11","2000-03-10","Development","1998-03-11","2000-07-31"
10008,"1958-02-19","Saniya","Kalloufi","M","1994-09-15","Assistant Engineer","1998-03-11","2000-07-31",52668,"2000-03-10","2000-07-31","Development","1998-03-11","2000-07-31"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",60929,"1985-02-18","1986-02-18","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",64604,"1986-02-18","1987-02-18","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",64780,"1987-02-18","1988-02-18","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",66302,"1988-02-18","1989-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",69042,"1989-02-17","1990-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",70889,"1990-02-17","1991-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",71434,"1991-02-17","1992-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",74612,"1992-02-17","1993-02-16","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",76518,"1993-02-16","1994-02-16","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",78335,"1994-02-16","1995-02-16","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",80944,"1995-02-16","1996-02-16","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",82507,"1996-02-16","1997-02-15","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",85875,"1997-02-15","1998-02-15","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",89324,"1998-02-15","1999-02-15","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",90668,"1999-02-15","2000-02-15","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",93507,"2000-02-15","2001-02-14","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",94443,"2001-02-14","2002-02-14","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Assistant Engineer","1985-02-18","1990-02-18",94409,"2002-02-14","9999-01-01","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",60929,"1985-02-18","1986-02-18","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",64604,"1986-02-18","1987-02-18","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",64780,"1987-02-18","1988-02-18","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",66302,"1988-02-18","1989-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",69042,"1989-02-17","1990-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",70889,"1990-02-17","1991-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",71434,"1991-02-17","1992-02-17","Quality Management","1985-02-18","9999-01-01"
10009,"1952-04-19","Sumant","Peac","F","1985-02-18","Engineer","1990-02-18","1995-02-18",74612,"1992-02-17","1993-02-16","Quality Management","1985-02-18","9999-01-01"
